institutionCode,datasetName,individualCount,year processed,month processed,class processed,order processed,family processed,genus processed,vernacularName processed,scientificName processed
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1996,11,Scaphopoda,Dentaliida,Dentaliidae,Antalis,,Antalis entalis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1994,8,Gastropoda,Pulmonata,Succineidae,Oxyloma,Pfeiffer's Amber Snail,Oxyloma (Oxyloma) elegans
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,8,2016,9,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Natural Resources Wales,,P,1992,7,Bivalvia,Veneroida,Veneridae,Dosinia,Smooth Artemis,Dosinia lupinus
SEWBReC,SEWBReC Molluscs (South Wales),,1862,1,Gastropoda,Pulmonata,Succineidae,Quickella,Sandbowl Snail,Quickella arenaria
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1997,8,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1950,,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Jenkins' Spire Snail,Potamopyrgus antipodarum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1967,11,Gastropoda,Pulmonata,Hygromiidae,Zenobiella,Brown Snail,Zenobiella subrufescens
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1993,4,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,10,Bivalvia,Veneroida,Cardiidae,Acanthocardia,Prickly Cockle,Acanthocardia echinata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2005,9,Gastropoda,Neogastropoda,Mangeliidae,Propebela,,Propebela rufa
Joint Nature Conservation Committee,,,2005,8,Gastropoda,,Calliostomatidae,Calliostoma,Painted top shell,Calliostoma zizyphinum
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,7,Bivalvia,Anomalodesmata,Thraciidae,Thracia,,Thracia phaseolina
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2002,10,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1994,12,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2000,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,9,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1977,8,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1971,,Gastropoda,Pulmonata,Lauriidae,Leiostyla,English Chrysalis Snail,Leiostyla (Leiostyla) anglica
SEWBReC,SEWBReC Molluscs (South Wales),,2010,10,Gastropoda,Pulmonata,Arionidae,Arion,,Arion ater agg.
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (rare and scarce species),,1916,,Gastropoda,Pulmonata,Hygromiidae,Candidula,,Candidula gigaxii
Porcupine Marine Natural History Society,Marine flora and fauna records from the North-east Atlantic,,1999,10,Gastropoda,,Pyramidellidae,Parthenina,,Parthenina interstincta
NRW,Welsh Invertebrate Database (WID),92,2006,10,Gastropoda,Pulmonata,Carychiidae,Carychium,Long-toothed Herald Snail,Carychium tridentatum
Natural Resources Wales,,P,1993,5,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
NRW,Welsh Invertebrate Database (WID),,2014,1,Gastropoda,Pulmonata,Hygromiidae,Trochulus,Strawberry Snail,Trochulus (Trochulus) striolatus
Joint Nature Conservation Committee,,O,1982,5,Bivalvia,[unassigned] Euheterodonta,Hiatellidae,Hiatella,Wrinkled Rock Borer,Hiatella arctica
Joint Nature Conservation Committee,,R,1997,4,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Common Periwinkle,Littorina littorea
Natural Resources Wales,,1 present (Exact),1999,3,Gastropoda,Pulmonata,Vertiginidae,Vertigo,Striated Whorl Snail,Vertigo (Vertigo) substriata
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,2,2016,8,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Common Periwinkle,Littorina littorea
SEWBReC,SEWBReC Molluscs (South Wales),,1997,4,Bivalvia,Veneroida,Sphaeriidae,Sphaerium,Horny Orb Mussel,Sphaerium corneum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Bivalvia,Veneroida,Sphaeriidae,Sphaerium,Horny Orb Mussel,Sphaerium corneum
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,9,2009,9,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
BIS,Miscellaneous records held by BIS,,1973,6,Bivalvia,Veneroida,Sphaeriidae,Sphaerium,Horny Orb Mussel,Sphaerium corneum
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2006,3,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1990,6,Gastropoda,Pulmonata,Hygromiidae,Candidula,Wrinkled Snail,Candidula intersecta
West Wales Biodiversity Information Centre,,,1985,,Gastropoda,Pulmonata,Helicidae,Cepaea,Brown-lipped Snail,Cepaea (Cepaea) nemoralis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1935,,Gastropoda,Pulmonata,Succineidae,Oxyloma,Pfeiffer's Amber Snail,Oxyloma (Oxyloma) elegans
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,1,2016,8,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
Marine Biological Association,,13,1994,11,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,,Leptochiton asellus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1988,5,Gastropoda,Pulmonata,Limacidae,Lehmannia,Tree Slug,Lehmannia marginata
BIS,Natural Resources Wales Regional Data : Mid-Wales,,1997,10,Gastropoda,Pulmonata,,Lauria,Common Chrysalis Snail,Lauria (Lauria) cylindracea
BIS,Natural Resources Wales Regional Data : Mid-Wales,,1989,,Gastropoda,Pulmonata,Oxychilidae,Nesovitrea,Rayed Glass Snail,Nesovitrea (Perpolita) hammonis
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2005,9,Gastropoda,,Pyramidellidae,Spiralinella,,Spiralinella spiralis
Natural Resources Wales,,P,2012,6,Gastropoda,,Trochidae,Gibbula,,Gibbula
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Cellar Snail,Oxychilus (Oxychilus) cellarius
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Cochlicopidae,Cochlicopa,Slippery Moss Snail,Cochlicopa cf. lubrica
Joint Nature Conservation Committee,,C,1982,9,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
Joint Nature Conservation Committee,,R,1997,8,Gastropoda,Nudibranchia,Proctonotidae,Janolus,,Janolus cristatus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Pristilomatidae,Vitrea,Milky Crystal Snail,Vitrea contracta
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2017,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,7,2000,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Pupillidae,Pupilla,Moss Chrysalis Snail,Pupilla (Pupilla) muscorum
Natural Resources Wales,,12,2009,4,Bivalvia,Mytiloida,Mytilidae,Musculus,Marbled Crenella,Musculus subpictus
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2019,6,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2000,4,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Flat Periwinkle,Littorina obtusata
,,O,2010,5,Bivalvia,Pectinoida,Pectinidae,Pecten,Great Scallop,Pecten maximus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,20,2005,9,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2005,9,Gastropoda,Pulmonata,Succineidae,Succinea,Large Amber Snail,Succinea putris
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,11,2009,10,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1994,5,Bivalvia,[unassigned] Euheterodonta,Pharidae,Ensis,,Ensis magnus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1972,,Gastropoda,Pulmonata,Hygromiidae,Zenobiella,Brown Snail,Zenobiella subrufescens
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1995,5,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2005,7,Bivalvia,Veneroida,Veneridae,Callista,Brown Venus,Callista chione
NRW,Welsh Invertebrate Database (WID),,2011,6,Gastropoda,Hygrophila,Planorbidae,Planorbarius,Great Ramshorn,Planorbarius corneus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Red-crusted Pea Mussel,Pisidium personatum
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,9,Bivalvia,Veneroida,Montacutidae,Kurtiella,,Kurtiella bidentata
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1973,3,Gastropoda,Pulmonata,Pristilomatidae,Vitrea,Crystal Snail,Vitrea crystallina
Seasearch,Seasearch Marine Surveys in Wales,,2009,6,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,,Flabellina lineata
Natural Resources Wales,,12,2007,9,Gastropoda,,Trochidae,Gibbula,,Gibbula tumida
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2016,1,Bivalvia,Veneroida,Psammobiidae,Gari,Large Sunset Shell,Gari depressa
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,100-999,1992,5,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1854,8,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2001,7,Gastropoda,Neogastropoda,Buccinidae,Neptunea,Red Whelk,Neptunea antiqua
Natural Resources Wales,,21,2004,9,Bivalvia,Nuculida,Nuculidae,Nucula,,Nucula nucleus
West Wales Biodiversity Information Centre,,,1981,,Gastropoda,Pulmonata,Vitrinidae,Vitrina,Winter Semi-slug,Vitrina pellucida
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Jenkins' Spire Snail,Potamopyrgus antipodarum
Cofnod,Miscellaneous records held on the Cofnod database,,2016,7,Gastropoda,Littorinimorpha,Velutinidae,Velutina,,Velutina velutina
NRW,Welsh Invertebrate Database (WID),,1989,8,Gastropoda,Pulmonata,Clausiliidae,Clausilia,Two-toothed Door Snail,Clausilia (Clausilia) bidentata
Natural Resources Wales,,O,1998,11,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,,Leptochiton asellus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,6,2016,9,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,Welsh Invertebrate Database (WID),,1985,5,Gastropoda,Hygrophila,Planorbidae,Anisus,Whirlpool Ramshorn,Anisus (Disculifer) vortex
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,12,Bivalvia,Pectinoida,Anomiidae,Heteranomia,,Heteranomia squamula
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,12,2017,10,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
SEWBReC,SEWBReC Molluscs (South Wales),,2007,4,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea,,Stagnicola fuscus
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2006,8,Gastropoda,,Trochidae,Gibbula,Turban Top Shell,Gibbula magus
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,10,Bivalvia,Veneroida,Lasaeidae,Lasaea,,Lasaea adansoni
SEWBReC,SEWBReC Molluscs (South Wales),,1986,10,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2000,8,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Natural Resources Wales,,,2004,7,Bivalvia,Unionoida,Margaritiferidae,Margaritifera,Freshwater Pearl Mussel,Margaritifera (Margaritifera) margaritifera
Joint Nature Conservation Committee,,,2008,5,Polyplacophora,Lepidopleurida,Leptochitonidae,Leptochiton,,Leptochiton asellus
Natural Resources Wales,,,1995,9,Gastropoda,Cycloneritimorpha,Neritidae,Theodoxus,Freshwater Nerite,Theodoxus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,8,2004,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Natural Resources Wales,,A,1899,5,Bivalvia,[unassigned] Euheterodonta,Hiatellidae,Hiatella,Wrinkled Rock Borer,Hiatella arctica
NRW,Welsh Invertebrate Database (WID),,1968,,Gastropoda,,Valvatidae,Valvata,Flat Valve Snail,Valvata cristata
Natural Resources Wales,,,2003,5,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1997,8,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2016,10,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Garlic Snail,Oxychilus (Oxychilus) alliarius
SEWBReC,SEWBReC Molluscs (South Wales),,2001,9,Bivalvia,Myoida,Pholadidae,,,Pholadidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2017,5,Gastropoda,Littorinimorpha,Naticidae,Euspira,Necklace shell,Euspira catena
NRW,Welsh Invertebrate Database (WID),,2011,6,Gastropoda,Littorinimorpha,Bithyniidae,Bithynia,Common Bithynia,Bithynia tentaculata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,100-999,1990,4,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1998,11,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Banded Chink Shell,Lacuna vincta
Marine Biological Association,,29,1993,6,Gastropoda,Neogastropoda,Buccinidae,Buccinum,,Buccinum
Natural Resources Wales,,,2004,9,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Helicidae,Cornu,Common Garden Snail,Cornu aspersum
Natural Resources Wales,,2,1999,9,Bivalvia,Veneroida,Tellinidae,Limecola,Baltic Tellin,Limecola balthica
NRW,Welsh Invertebrate Database (WID),,1985,5,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,6,2010,10,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1970,8,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Glossy Glass Snail,Oxychilus (Oxychilus) navarricus subsp. helveticus
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2005,8,Bivalvia,Limoida,Limidae,Limaria,,Limaria loscombi
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1977,8,Bivalvia,Veneroida,Mactridae,Mactra,Rayed Trough Shell,Mactra stultorum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Pristilomatidae,Vitrea,Milky Crystal Snail,Vitrea contracta
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,8,Gastropoda,Littorinimorpha,Iravadiidae,Hyala,,Hyala vitrea
NRW,Welsh Invertebrate Database (WID),6,2006,10,Gastropoda,Pulmonata,Oxychilidae,Nesovitrea,Rayed Glass Snail,Nesovitrea (Perpolita) hammonis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2018,4,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1990,4,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Vertiginidae,Columella,,Columella agg.
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,,Arianta,Copse Snail,Arianta arbustorum
