Name,Lab,Range,Country,Local authority,Material,Technique,Description of site,Reservations,Certificate
Pen y banc (site 23.07),SUERC-54700,3360BC - 3090BC,Wales,Carmarthenshire,"Charcoal (hazel, nutshell)",AMS,Group of Neolithic and Early Bronze Age pits.,,N
Penycoed,CAR-555,AD1010 - AD1270,Wales,Carmarthenshire,Charcoal,Radiometric,Late Iron Age farmstead with later Romano-British and medieval activity.,,N
Penycoed,CAR-711,200BC - AD140,Wales,Carmarthenshire,Charcoal,Radiometric,Late Iron Age farmstead with later Romano-British and medieval activity.,,N
Penycoed,CAR-712,160BC - AD140,Wales,Carmarthenshire,Charcoal,Radiometric,Late Iron Age farmstead with later Romano-British and medieval activity.,,N
Penycoed,CAR-732,AD130 - AD430,Wales,Carmarthenshire,Charcoal,Radiometric,Late Iron Age farmstead with later Romano-British and medieval activity.,,N
Penycoed,CAR-768,360BC - AD30,Wales,Carmarthenshire,Charcoal,Radiometric,Late Iron Age farmstead with later Romano-British and medieval activity.,,N
Penycoed,CAR-769,200BC - AD90,Wales,Carmarthenshire,Charcoal,Radiometric,Late Iron Age farmstead with later Romano-British and medieval activity.,,N
Plasgwyn Farm,Beta-159460,2280BC - 1880BC,Wales,Carmarthenshire,[Not recorded],[Not recorded],Burnt mound,,N
PRN 37550,CAR-1230,1210BC - 820BC,Wales,Carmarthenshire,Charcoal,Radiometric,"Pit group, possibly resulting from stone clearance in the area.",,N
Pumsaint,CAR-1251,AD80 - AD400,Wales,Carmarthenshire,"Charcoal (oak, outer 10 - 15 growth rings from a c. 20 ring post)",Radiometric,Roman auxiliary fort founded in AD 70s.,,N
Pumsaint,CAR-1252,AD390 - AD650,Wales,Carmarthenshire,"Charcoal (oak, outer 20 growth rings from a c. 45 ring post)",Radiometric,Roman auxiliary fort founded in AD 70s.,,N
Pumsaint,CAR-1253,AD250 - AD570,Wales,Carmarthenshire,"Charcoal (oak, c. 28 growth rings, post)",Radiometric,Roman auxiliary fort founded in AD 70s.,,N
Pumsaint,CAR-1254,AD20 - AD390,Wales,Carmarthenshire,"Charcoal (oak, outer 20 growth rings from a c. 30 - 40 ring post)",Radiometric,Roman auxiliary fort founded in AD 70s.,,N
"Spilman Street, Carmarthen",CAR-1284,AD380 - AD630,Wales,Carmarthenshire,Charcoal,Radiometric,Town wall.,,N
St Clears medieval town,CAR-1342,AD1010 - AD1270,Wales,Carmarthenshire,[Not recorded],Radiometric,[not recorded],,N
St Clears medieval town,CAR-1343,AD250 - AD570,Wales,Carmarthenshire,[Not recorded],Radiometric,[not recorded],,N
St Clears medieval town,CAR-1344,AD880 - AD1160,Wales,Carmarthenshire,[Not recorded],Radiometric,[not recorded],,N
St Clears medieval town,CAR-1345,AD1030 - AD1280,Wales,Carmarthenshire,[Not recorded],Radiometric,[not recorded],,N
St Ishmael,SUERC-32875,,Wales,Carmarthenshire,Charcoal (prunus),[Not recorded],Deserted medieval settlement.,,N
St Ishmael,SUERC-43617,3490BC - 3110BC,Wales,Carmarthenshire,[Not recorded],[Not recorded],Deserted medieval settlement.,,N
"St John's Priory, Carmarthen",CAR-288,AD660 - AD980,Wales,Carmarthenshire,Charcoal,Radiometric,Early Christian and medieval monastery.,,N
"St John's Priory, Carmarthen",CAR-289,AD1020 - AD1280,Wales,Carmarthenshire,Charcoal,Radiometric,Early Christian and medieval monastery.,,N
Tro'r Derlwyn,Beta-122921,,Wales,Carmarthenshire,Charcoal,[Not recorded],"Structure consisting of three cells with outer enclosure and associated structures (Smith and Thompson 2006, 127).",,N
Tro'r Derlwyn Quarter Bach,Beta-136982,AD580 - AD890,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N
Tro'r Derlwyn Quarter Bach,Beta-136983,AD1420 - AD1800,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N
Twlc y Filiast,UB-6752,1640BC - 1300BC,Wales,Carmarthenshire,Cremated bone,[Not recorded],Portal dolmen.,,N
Tynycoed (site 33.01),SUERC-57284,AD1260 - AD1390,Wales,Carmarthenshire,"Charcoal (hazel, nutshell x2)",AMS,Two stone-lined hearths and a pit containing plant remains.,,N
Tynycoed (site 33.01),SUERC-57285,AD1310 - AD1440,Wales,Carmarthenshire,"Charcoal (oat, grains x5)",AMS,Two stone-lined hearths and a pit containing plant remains.,,N
Ty'r Gate (site 500),Beta-215560,AD990 - AD1160,Wales,Carmarthenshire,[Not recorded],AMS,Medieval enclosure containing a pit that showed evidence of cereal processing.,,N
Ty'r Gate (site 500),SUERC-54682 (GU-34683),AD1260 - AD1390,Wales,Carmarthenshire,"Charcoal (wheat, grains)",AMS,Medieval enclosure containing a pit that showed evidence of cereal processing.,,N
Ty'r Gate (site 500),SUERC-54683 (GU-34684),AD1220 - AD1290,Wales,Carmarthenshire,"Charcoal (oat, grains)",AMS,Medieval enclosure containing a pit that showed evidence of cereal processing.,,N
"Tyr Gate, Llanfihangel",Beta-2155560,AD980 - AD1160,Wales,Carmarthenshire,Charcoal,[Not recorded],Medieval enclosure.,,N
"Vaynor Farm (site 214), Llanddowror",SUERC-55513 (GU-35199),1610BC - 1430BC,Wales,Carmarthenshire,Charcoal (hazel),[Not recorded],Burnt mound without troughs or hearths.,,N
"Vaynor Farm (site 214), Llanddowror",SUERC-55514 (GU-35200),1620BC - 1450BC,Wales,Carmarthenshire,Charcoal (hazel),[Not recorded],Burnt mound without troughs or hearths.,,N
"Vaynor Farm (site 222), pit group 1",SUERC-55523 (GU-35206),2570BC - 2300BC,Wales,Carmarthenshire,Charcoal (Prunus),AMS,"Group of 7 pits, one dated to the chalcolithic",,N
"Vaynor Farm (site 222), pit group 2",SUERC-55524 (GU-35207),1880BC - 1660BC,Wales,Carmarthenshire,"Charcoal (oak, sapwood)",AMS,"Group of four pits, one dated to the Early Bronze Age.",,N
"Vaynor Farm (site 222), pit group 3",Beta-257702,1610BC - 1410BC,Wales,Carmarthenshire,"Charcoal (oak, roundwood)",AMS,"Group of two pits, both dated to the Early / Middle Bronze Age. Possible that groups 3, 5 and 6 demarcate three sides of a vanished building.",,N
"Vaynor Farm (site 222), pit group 3",Beta-257703,1510BC - 1300BC,Wales,Carmarthenshire,Charcoal (alder),AMS,"Group of two pits, both dated to the Early / Middle Bronze Age. Possible that groups 3, 5 and 6 demarcate three sides of a vanished building.",,N
"Vaynor Farm (site 222), pit group 3",Beta-257704,1510BC - 1290BC,Wales,Carmarthenshire,[Not recorded],AMS,"Group of two pits, both dated to the Early / Middle Bronze Age. Possible that groups 3, 5 and 6 demarcate three sides of a vanished building.",,N
"Vaynor Farm (site 222), pit group 5",SUERC-55522 (GU-35205),1610BC - 1430BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Group of two pits, one dated to the Early / Middle Bronze Age. Possible that groups 3, 5 and 6 demarcate three sides of a vanished building.",,N
Vaynor Farm (site 503),GU-33241,,Wales,Carmarthenshire,Charcoal (Maloideae),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period (Barber and Hart 2014, 4).",,N
Vaynor Farm (site 503),SUERC-51702,2850BC - 2470BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51704,2450BC - 2130BC,Wales,Carmarthenshire,"Charcoal (oak, roundwood)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51705,2300BC - 2040BC,Wales,Carmarthenshire,"Charcoal (hazel, roundwood)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51706,7580BC - 7450BC,Wales,Carmarthenshire,"Charcoal (hazel, nutshell)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51707,2570BC - 2300BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51708,1090BC - 890BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51712,980BC - 810BC,Wales,Carmarthenshire,"Charcoal (barley, grain)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51713,2040BC - 1820BC,Wales,Carmarthenshire,Charcoal (Maloideae),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51714,1890BC - 1690BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51715,20BC - AD130,Wales,Carmarthenshire,Charcoal (birch),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51716,20BC - AD130,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51717,1110BC - 910BC,Wales,Carmarthenshire,"Charcoal (barley, grain)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51718,1020BC - 840BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51722,2480BC - 2290BC,Wales,Carmarthenshire,Charcoal (Maloideae),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51723,2460BC - 2200BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51724,AD80 - AD240,Wales,Carmarthenshire,"Charcoal (spelt, grain)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51726,AD120 - AD330,Wales,Carmarthenshire,"Charcoal (oak, roundwood)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51727,2480BC - 2290BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51728,2460BC - 2190BC,Wales,Carmarthenshire,"Charcoal (hazel, roundwood)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51732,2290BC - 2030BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51733,3520BC - 3350BC,Wales,Carmarthenshire,"Charcoal (hazel, nutshell)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51734,2550BC - 2290BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-51735,2580BC - 2340BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-52100,2550BC - 2290BC,Wales,Carmarthenshire,Charcoal (Maloideae),AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Vaynor Farm (site 503),SUERC-52365,AD70 - AD220,Wales,Carmarthenshire,"Charcoal (oat, grain)",AMS,"Henge decommisioned in the Early Bronze Age, with a four poster structure being built on the site in the Roman period.",,N
Whitland Bypass (1),Beta-98682,AD880 - AD1160,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N
Whitland Bypass (1),Beta-98683,380BC - AD20,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N
Whitland Bypass (1),Beta-98684,3640BC - 3350BC,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N
Whitland Bypass (2),Beta-98685,170BC - AD220,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N
Whitland Bypass (2),Beta-98686,840BC - 500BC,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N
Whitland Bypass (2),Beta-98687,2880BC - 2460BC,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N
Yr Allor pit circle,CAR-1464,1950BC - 1610BC,Wales,Carmarthenshire,Charcoal (?oak),Radiometric,"Pit circle, incorporating standing stones.",,N
Yr Allor pit circle,CAR-1490,2130BC - 1690BC,Wales,Carmarthenshire,Charcoal (oak),Radiometric,"Pit circle, incorporating standing stones.",,N
Yr Allor pit circle,CAR-1491,2200BC - 1770BC,Wales,Carmarthenshire,"Charcoal (oak, hazel)",Radiometric,"Pit circle, incorporating standing stones.",,N
Bacon Hole,OxA-5699,38020BC - 33390BC,Wales,Swansea,"Bone (bear, tooth, right M2)",AMS,Cave containing palaeofauna.,,N
Bacon Hole,OxA-6022,36840BC - 31680BC,Wales,Swansea,"Bone (bear, tooth, right M2)",AMS,Cave containing palaeofauna.,,N
Broughton Bay,GrN-12508,,Wales,Swansea,Wood (salicaceae),[Not recorded],Palaeoenvironmental study of coastal deposits.,,N
Broughton Bay,HAR-5443,,Wales,Swansea,Wood (salicaceae),Radiometric,"Late Pleistocene deposits (Campbell and Shakesby 1994, 167).",,N
Broughton Bay,SRR-2113,AD330 - AD570,Wales,Swansea,Charcoal,[Not recorded],Palaeoenvironmental study of buried soils in a coastal dune system.,,N
Broughton Bay,SRR-2114,360BC - AD400,Wales,Swansea,Bone (fragment),[Not recorded],Palaeoenvironmental study of buried soils in a coastal dune system.,,N
Broughton Bay,SRR-2115,AD590 - AD780,Wales,Swansea,Charcoal,[Not recorded],Palaeoenvironmental study of buried soils in a coastal dune system.,,N
Broughton Bay,SRR-2116,AD50 - AD420,Wales,Swansea,Bone (fragment),[Not recorded],Palaeoenvironmental study of buried soils in a coastal dune system.,,N
Brynmill,Beta-257022,2190BC - 1920BC,Wales,Swansea,"Wood (alder, roundwood, brushwood)","AMS, acid / alkali / acid pretreatment",21.8m length of brushwood trackway.,,N
Brynmill,Beta-69730,100BC - AD130,Wales,Swansea,Wood (brushwood),[Not recorded],21.8m length of brushwood trackway.,,N
Brynmill / Oystermouth,Beta-294875,1050BC - 900BC,Wales,Swansea,Wood,"AMS, acid / alkali / acid pretreatment",[not recorded],,N
Cartersford Bridge,[Lab code not known],AD890 - AD1280,Wales,Swansea,[Not recorded],[Not recorded],Palaeoenvironmental study of alluvial fill of the valley of the Ilston River.,,N
Cartersford Bridge,[Lab code not known],980BC - 760BC,Wales,Swansea,[Not recorded],[Not recorded],Palaeoenvironmental study of alluvial fill of the valley of the Ilston River.,,N
Cathole Cave,OxA-16605,3630BC - 3360BC,Wales,Swansea,Bone (human),AMS,Cave containing palaeolithic archaeology and engraving.,,N
Cathole Cave,OxA-29411,,Wales,Swansea,"Bone (hyaena, molar, 1st, lower left)",AMS,"Excavation in a cave containing palaeolithic archaeology and engraving (Walker et al 2014, 131).",,N
Cathole Cave,OxA-29412,,Wales,Swansea,"Bone (large mammal, rib)",AMS,"Excavation in a cave containing palaeolithic archaeology and engraving (Walker et al 2014, 131).",,N
Cathole Cave,OxA-29413,39640BC - 36790BC,Wales,Swansea,"Bone (reindeer, carpal)",AMS,Cave containing palaeolithic archaeology and engraving.,,N
Cathole Cave,OxA-29414,AD1486 - AD1645,Wales,Swansea,"Bone (red fox, mandible, fragment)",AMS,Cave containing palaeolithic archaeology and engraving.,,N
Cathole Cave,OxA-29415,,Wales,Swansea,"Bone (reindeer, 1st or 2nd molar, upper)",AMS,"Excavation in a cave containing palaeolithic archaeology and engraving (Walker et al 2014, 131).",,N
Cathole Cave,OxA-29416,42690BC - 39620BC,Wales,Swansea,"Bone (reindeer, molar, left)",AMS,Cave containing palaeolithic archaeology and engraving.,,N
Cathole Cave,OxA-6314,,Wales,Swansea,Bone (wild horse),AMS,"Excavation in a cave containing palaeolithic archaeology and engraving (Walker et al 2014, 131).",,N
Cefn Drum,OxA-10056,AD1040 - AD1260,Wales,Swansea,Charcoal,AMS,Passage tomb or corn drier.,,N
Cefn Drum,OxA-6806,2300BC - 2020BC,Wales,Swansea,Charcoal,AMS,"Area containing structures, walls and cairns assumed to be medieval in date.",,N
Cefn Drum (site 2.12),Beta-232449,AD220 - AD530,Wales,Swansea,Peat,[Not recorded],"Buried soils, a pit and ten field clearance cairns.",,N
Cefn Drum (site 2.12),Beta-257713,AD990 - AD1160,Wales,Swansea,"Charcoal (hazel, nutshell)",[Not recorded],"Buried soils, a pit and ten field clearance cairns.",,N
Cefn Drum (site 2.12),Beta-257714,AD1020 - AD1210,Wales,Swansea,Charcoal (alder),[Not recorded],"Buried soils, a pit and ten field clearance cairns.",,N
Church Hill,Beta-276416,,Wales,Swansea,Bone (tooth),[Not recorded],"Sub-circular enclosure containing structural remains of Roman date as well as Neolithic lithics (Evans 2010, 1).",,N
Church Hill,Beta-276417,,Wales,Swansea,Bone (tooth),[Not recorded],"Sub-circular enclosure containing structural remains of Roman date as well as Neolithic lithics (Evans 2010, 1).",,N
"Crymlyn Bog, core A",SWAN-91,,Wales,Swansea,Peat,Radiometric,"Palaeoecological study of the recent history of the largest fen system in Wales, with an 8m depth of peat (Rosen 1998, 83).",,N
"Crymlyn Bog, core A",SWAN-92,AD1420 - AD1630,Wales,Swansea,Peat,Radiometric,"Palaeoecological study of the recent history of the largest fen system in Wales, with an 8m depth of peat (Rosen 1998, 83).",,N
"Crymlyn Bog, core CRB93",AA-28123,12160BC - 11780BC,Wales,Swansea,"Peat (common reed, leaves)",[Not recorded],Palaeoenvironmental study of a 268ha floodplain mire.,,N
"Crymlyn Bog, core CRB93",AA-28124,10570BC - 10010BC,Wales,Swansea,"Peat (common reed, leaves and wood)",[Not recorded],Palaeoenvironmental study of a 268ha floodplain mire.,,N
"Crymlyn Bog, core CRB93",AA-28125,3960BC - 3660BC,Wales,Swansea,Peat (wood),[Not recorded],Palaeoenvironmental study of a 268ha floodplain mire.,,N
"Crymlyn Bog, core CRB93",AA-28126,3500BC - 3090BC,Wales,Swansea,Peat (wood),[Not recorded],Palaeoenvironmental study of a 268ha floodplain mire.,,N
"Crymlyn Bog, core CRB93",AA-28127,2460BC - 2040BC,Wales,Swansea,Peat (wood),[Not recorded],Palaeoenvironmental study of a 268ha floodplain mire.,,N
