Name,Lab,Range,Country,Local authority,Material,Technique,Description of site,Reservations,Certificate,,Enw,Lab,Maes,Gwlad,Awdurdod Lleol,Deunydd,Techneg,Disgrifiad o'r safle,Amheuon,Tystysgrif
"A477 St Clears to Red Roses, site 26",SUERC-50368,1950BC - 1760BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-50368,1950BC - 1760BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61118,2020BC - 1780BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61118,2020BC - 1780BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61119,1890BC - 1690BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61119,1890BC - 1690BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61120,2020BC - 1770BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61120,2020BC - 1770BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61121,1950BC - 1760BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61121,1950BC - 1760BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61122,2020BC - 1770BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61122,2020BC - 1770BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61272,1750BC - 1610BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61272,1750BC - 1610BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61273,1870BC - 1620BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61273,1870BC - 1620BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61274,1950BC - 1760BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61274,1950BC - 1760BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61275,1750BC - 1550BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61275,1750BC - 1550BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61276,2010BC - 1770BC,Wales,Carmarthenshire,Cremated bone (human),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61276,2010BC - 1770BC,Cymru,Sir gaerfyrddin,Asgwrn amlosgedig (dynol),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61280,1930BC - 1750BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61280,1930BC - 1750BC,Cymru,Sir gaerfyrddin,Golosg (coll),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61281,1880BC - 1680BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61281,1880BC - 1680BC,Cymru,Sir gaerfyrddin,Golosg (coll),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 26",SUERC-61282,1770BC - 1620BC,Wales,Carmarthenshire,Charcoal (fruit flesh),AMS,Bronze Age barrow and pyre site.,,N,,"A477 Sancler i Rhos-Goch, safle 26",SUERC-61282,1770BC - 1620BC,Cymru,Sir gaerfyrddin,Golosg (cig ffrwyth),AMS,Safle beddrod a choelcerth Oes Efydd.,,N
"A477 St Clears to Red Roses, site 27",SUERC-50318,AD140 - AD340,Wales,Carmarthenshire,"Charcoal (cherry, seed)",AMS,"Roman enclosure, late medieval pits and other undated features.",,N,,"A477 Sancler i Rhos-Goch, safle 27",SUERC-50318,AD140 - AD340,Cymru,Sir gaerfyrddin,"Golosg (ceirios, hedyn)",AMS,"Lloc Rhufeinig , pyllau canoloesol hwyr a nodweddion eraill heb eu dyddio.",,N
"A477 St Clears to Red Roses, site 31",SUERC-62791,AD1030 - AD1220,Wales,Carmarthenshire,"Charcoal (oat, grain)",AMS,Late medieval foundation trenches and farmstead ditches.,,N,,"A477 Sancler i Rhos-Goch, safle 31",SUERC-62791,AD1030 - AD1220,Cymru,Sir gaerfyrddin,"Golosg (ceirch, grawn)",AMS,Ffosydd sylfaen canoloesol hwyr a ffosydd fferm.,,N
"A477 St Clears to Red Roses, site 32",SUERC-50322,2490BC - 2290BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,Bronze Age burnt mound and troughs.,,N,,"A477 Sancler i Rhos-Goch, safle 32",SUERC-50322,2490BC - 2290BC,Cymru,Sir gaerfyrddin,Golosg (coll),AMS,Twmpath llosg a chafnau Oes Efydd.,,N
"A477 St Clears to Red Roses, site 32",SUERC-61264,1880BC - 1650BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,Bronze Age burnt mound and troughs.,,N,,"A477 Sancler i Rhos-Goch, safle 32",SUERC-61264,1880BC - 1650BC,Cymru,Sir gaerfyrddin,Golosg (coll),AMS,Twmpath llosg a chafnau Oes Efydd.,,N
"A477 St Clears to Red Roses, site 35",SUERC-61265,1530BC - 1410BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,?Neolithic pit.,,N,,"A477 Sancler i Rhos-Goch, safle 35",SUERC-61265,1530BC - 1410BC,Cymru,Sir gaerfyrddin,Golosg (coll),AMS,Pwll ?Neolithig.,,N
"A477 St Clears to Red Roses, site 37",SUERC-61266,3770BC - 3640BC,Wales,Carmarthenshire,"Charcoal (hazel, nut)",AMS,Neolithic pits and posthole ?structure. Some Bronze Age pits.,,N,,"A477 Sancler i Rhos-Goch, safle 37",SUERC-61266,3770BC - 3640BC,Cymru,Sir gaerfyrddin,"Golosg (coll, cneuen)",AMS,Pyllau Neolithig a ?strwythur twll postyn. Rhai pyllau Oes Efydd.,,N
"A477 St Clears to Red Roses, site 37",SUERC-61270,3770BC - 3640BC,Wales,Carmarthenshire,"Charcoal (hazel, nut)",AMS,Neolithic pits and posthole ?structure. Some Bronze Age pits.,,N,,"A477 Sancler i Rhos-Goch, safle 37",SUERC-61270,3770BC - 3640BC,Cymru,Sir gaerfyrddin,"Golosg (coll, cneuen)",AMS,Pyllau Neolithig a ?strwythur twll postyn. Rhai pyllau Oes Efydd.,,N
"A477 St Clears to Red Roses, site 37",SUERC-61271,3700BC - 3520BC,Wales,Carmarthenshire,"Charcoal (hazel, nut)",AMS,Neolithic pits and posthole ?structure. Some Bronze Age pits.,,N,,"A477 Sancler i Rhos-Goch, safle 37",SUERC-61271,3700BC - 3520BC,Cymru,Sir gaerfyrddin,"Golosg (coll, cneuen)",AMS,Pyllau Neolithig a ?strwythur twll postyn. Rhai pyllau Oes Efydd.,,N
"A477 St Clears to Red Roses, site 44",SUERC-64559,2040BC - 1880BC,Wales,Carmarthenshire,"Wood (oak, heartwood, worked)",AMS,Bronze Age worked timber.,,N,,"A477 Sancler i Rhos-Goch, safle 44",SUERC-64559,2040BC - 1880BC,Cymru,Sir gaerfyrddin,"Pren (derw, rhuddin, wedi ei weithio)",AMS,Pren Oes Efydd wedi ei weithio.,,N
Aber-Marlais Park (site 28.23),SUERC-55515 (GU-35201),1740BC - 1530BC,Wales,Carmarthenshire,Charcoal (hazel),[Not recorded],Burnt mound without troughs or hearths.,,N,,Parc Aber-Marlais (safle 28.23),SUERC-55515 (GU-35201),1740BC - 1530BC,Cymru,Sir gaerfyrddin,Golosg (coll),[Heb ei gofnodi],Twmpath llosg heb gafnau nac aelwydydd.,,N
Aber-Marlais Park (site 28.23),SUERC-55516 (GU-35202),1740BC - 1530BC,Wales,Carmarthenshire,Charcoal (alder),[Not recorded],Burnt mound without troughs or hearths.,,N,,Parc Aber-Marlais (safle 28.23),SUERC-55516 (GU-35202),1740BC - 1530BC,Cymru,Sir gaerfyrddin,Golosg (gwern),[Heb ei gofnodi],Twmpath llosg heb gafnau nac aelwydydd.,,N
"Ammanford (site 13.01), Llandybie",Beta-257715,AD1310 - AD1450,Wales,Carmarthenshire,Charcoal (oak),AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",Beta-257715,AD1310 - AD1450,Cymru,Sir gaerfyrddin,Golosg (derw),AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Ammanford (site 13.01), Llandybie",Beta-257716,AD1300 - AD1440,Wales,Carmarthenshire,Charcoal (oak),AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",Beta-257716,AD1300 - AD1440,Cymru,Sir gaerfyrddin,Golosg (derw),AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Ammanford (site 13.01), Llandybie",Beta-257717,AD1400 - AD1620,Wales,Carmarthenshire,Charcoal (oak),AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",Beta-257717,AD1400 - AD1620,Cymru,Sir gaerfyrddin,Golosg (derw),AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Ammanford (site 13.01), Llandybie",Beta-257718,AD1410 - AD1630,Wales,Carmarthenshire,Charcoal (oak),AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",Beta-257718,AD1410 - AD1630,Cymru,Sir gaerfyrddin,Golosg (derw),AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Ammanford (site 13.01), Llandybie",Beta-257719,AD1310 - AD1450,Wales,Carmarthenshire,"Charcoal (oak, acorn cup)",AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",Beta-257719,AD1310 - AD1450,Cymru,Sir gaerfyrddin,"Golosg (derw, cwpan mesen)",AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Ammanford (site 13.01), Llandybie",SUERC-55496 (GU-35188),1060BC - 900BC,Wales,Carmarthenshire,Charcoal (alder),AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",SUERC-55496 (GU-35188),1060BC - 900BC,Cymru,Sir gaerfyrddin,Golosg (gwern),AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Ammanford (site 13.01), Llandybie",SUERC-55497 (GU-35189),1280BC - 1110BC,Wales,Carmarthenshire,Charcoal (ash),AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",SUERC-55497 (GU-35189),1280BC - 1110BC,Cymru,Sir gaerfyrddin,Golosg (onn),AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Ammanford (site 13.01), Llandybie",SUERC-55498 (GU-35190),980BC - 820BC,Wales,Carmarthenshire,Charcoal (alder),AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",SUERC-55498 (GU-35190),980BC - 820BC,Cymru,Sir gaerfyrddin,Golosg (gwern),AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Ammanford (site 13.01), Llandybie",SUERC-55502 (GU-35191),1370BC - 1110BC,Wales,Carmarthenshire,Charcoal (hazel),AMS,Excavation of an area containing two burnt mounds and a medieval enclosure.,,N,,"Rhydaman (safle 13.01), Llandybie",SUERC-55502 (GU-35191),1370BC - 1110BC,Cymru,Sir gaerfyrddin,Golosg (coll),AMS,Cloddiad ardal sy'n cynnwys dau dwmpath llosg a lloc canoloesol.,,N
"Annell Leat, Dolaucothi",GrN-16553,AD775 - AD939,Wales,Carmarthenshire,Peat,[Not recorded],Aqueduct system related to Dolaucothi mining complex.,,N,,"Annell Leat, Dolaucothi",GrN-16553,AD775 - AD939,Cymru,Sir gaerfyrddin,Mawn,[Heb ei gofnodi],System dyfrbontydd yn gysylltiedig â safle mwyngloddiau Dolaucothi.,,N
"Annell Leat, Dolaucothi",GrN-16720,AD895 - AD1014,Wales,Carmarthenshire,Peat (alkali extract),[Not recorded],Aqueduct system related to Dolaucothi mining complex.,,N,,"Annell Leat, Dolaucothi",GrN-16720,AD895 - AD1014,Cymru,Sir gaerfyrddin,Mawn (echdyniad alcali),[Heb ei gofnodi],System dyfrbontydd yn gysylltiedig â safle mwyngloddiau Dolaucothi.,,N
Bail y Llwyd (site 28.08),SUERC-56042,1410BC - 1120BC,Wales,Carmarthenshire,Charcoal (alder),[Not recorded],Burnt mound containing a trough.,,N,,Bail y Llwyd (safle 28.08),SUERC-56042,1410BC - 1120BC,Cymru,Sir gaerfyrddin,Golosg (gwern),[Heb ei gofnodi],Twmpath llosg yn cynnwys cafn.,,N
Bail y Llwyd (site 28.08),SUERC-56046,1440BC - 1220BC,Wales,Carmarthenshire,Charcoal (Maloideae),[Not recorded],Burnt mound containing a trough.,,N,,Bail y Llwyd (safle 28.08),SUERC-56046,1440BC - 1220BC,Cymru,Sir gaerfyrddin,Golosg (Maloideae),[Heb ei gofnodi],Twmpath llosg yn cynnwys cafn.,,N
Bail y Llwyd (site 28.08a),SUERC-56047,1440BC - 1220BC,Wales,Carmarthenshire,Charcoal (alder),[Not recorded],Burnt mound containing troughs.,,N,,Bail y Llwyd (safle 28.08a),SUERC-56047,1440BC - 1220BC,Cymru,Sir gaerfyrddin,Golosg (gwern),[Heb ei gofnodi],Twmpath llosg yn cynnwys cafnau.,,N
Bail y Llwyd (site 28.08a),SUERC-56048,1400BC - 1110BC,Wales,Carmarthenshire,Charcoal (hazel),[Not recorded],Burnt mound containing troughs.,,N,,Bail y Llwyd (safle 28.08a),SUERC-56048,1400BC - 1110BC,Cymru,Sir gaerfyrddin,Golosg (coll),[Heb ei gofnodi],Twmpath llosg yn cynnwys cafnau.,,N
Bail y Llwyd (site 28.14),Beta-296753,1450BC - 1290BC,Wales,Carmarthenshire,Charcoal (hazel),[Not recorded],Burnt mound containing troughs.,,N,,Bail y Llwyd (safle 28.14),Beta-296753,1450BC - 1290BC,Cymru,Sir gaerfyrddin,Golosg (coll),[Heb ei gofnodi],Twmpath llosg yn cynnwys cafnau.,,N
Bail y Llwyd (site 28.14),Beta-396752,1440BC - 1270BC,Wales,Carmarthenshire,Charcoal (alder),[Not recorded],Burnt mound containing troughs.,,N,,Bail y Llwyd (safle 28.14),Beta-396752,1440BC - 1270BC,Cymru,Sir gaerfyrddin,Golosg (gwern),[Heb ei gofnodi],Twmpath llosg yn cynnwys cafnau.,,N
Banc Wernwgan,Beta-199864,4040BC - 3710BC,Wales,Carmarthenshire,Peat,[Not recorded],Pollen site close to a swallow hole on the north side of a peat filled glaciated valley.,,N,,Banc Wernwgan,Beta-199864,4040BC - 3710BC,Cymru,Sir gaerfyrddin,Mawn,[Heb ei gofnodi],Safle paill yn agos at dwll suddo ar ochr ogleddol dyffryn rhewlifedig llawn mawn.,,N
Banc Wernwgan,Beta-199865,4340BC - 3970BC,Wales,Carmarthenshire,Peat,[Not recorded],Pollen site close to a swallow hole on the north side of a peat filled glaciated valley.,,N,,Banc Wernwgan,Beta-199865,4340BC - 3970BC,Cymru,Sir gaerfyrddin,Mawn,[Heb ei gofnodi],Safle paill yn agos at dwll suddo ar ochr ogleddol dyffryn rhewlifedig llawn mawn.,,N
Banc Wernwgan,Beta-199866,5200BC - 4780BC,Wales,Carmarthenshire,Peat,[Not recorded],Pollen site close to a swallow hole on the north side of a peat filled glaciated valley.,,N,,Banc Wernwgan,Beta-199866,5200BC - 4780BC,Cymru,Sir gaerfyrddin,Mawn,[Heb ei gofnodi],Safle paill yn agos at dwll suddo ar ochr ogleddol dyffryn rhewlifedig llawn mawn.,,N
Banc Wernwgan,Beta-211074,1530BC - 1290BC,Wales,Carmarthenshire,Peat,[Not recorded],Pollen site close to a swallow hole on the north side of a peat filled glaciated valley.,,N,,Banc Wernwgan,Beta-211074,1530BC - 1290BC,Cymru,Sir gaerfyrddin,Mawn,[Heb ei gofnodi],Safle paill yn agos at dwll suddo ar ochr ogleddol dyffryn rhewlifedig llawn mawn.,,N
Banc Wernwgan,Beta-224976,2900BC - 2500BC,Wales,Carmarthenshire,Peat,[Not recorded],Pollen site close to a swallow hole on the north side of a peat filled glaciated valley.,,N,,Banc Wernwgan,Beta-224976,2900BC - 2500BC,Cymru,Sir gaerfyrddin,Mawn,[Heb ei gofnodi],Safle paill yn agos at dwll suddo ar ochr ogleddol dyffryn rhewlifedig llawn mawn.,,N
Banc Wernwgan,Beta-224977,3710BC - 3370BC,Wales,Carmarthenshire,Peat,[Not recorded],Pollen site close to a swallow hole on the north side of a peat filled glaciated valley.,,N,,Banc Wernwgan,Beta-224977,3710BC - 3370BC,Cymru,Sir gaerfyrddin,Mawn,[Heb ei gofnodi],Safle paill yn agos at dwll suddo ar ochr ogleddol dyffryn rhewlifedig llawn mawn.,,N
Brest Cwm Llwyd,SUERC-58183 (GU36491),AD420 - AD610,Wales,Carmarthenshire,Charcoal,AMS,Lime kiln.,,N,,Brest Cwm Llwyd,SUERC-58183 (GU36491),AD420 - AD610,Cymru,Sir gaerfyrddin,Golosg,AMS,Odyn calch.,,N
Brynwgan (site 25.07),Beta-257722,AD1030 - AD1250,Wales,Carmarthenshire,Charcoal (grain),AMS,Excavation of four pits assumed to be crop drying kilns.,,N,,Brynwgan (safle 25.07),Beta-257722,AD1030 - AD1250,Cymru,Sir gaerfyrddin,Golosg (grawn),AMS,Cloddiad pedwar pwll y rhagdybir eu bod yn odynnau sychu cnydau.,,N
Brynwgan (site 25.07),Beta-257723,3950BC - 3690BC,Wales,Carmarthenshire,"Charcoal (hazel, nutshell)",AMS,Excavation of four pits assumed to be crop drying kilns.,,N,,Brynwgan (safle 25.07),Beta-257723,3950BC - 3690BC,Cymru,Sir gaerfyrddin,"Golosg (coll, masgl)",AMS,Cloddiad pedwar pwll y rhagdybir eu bod yn odynnau sychu cnydau.,,N
Brynwgan (site 25.07),Beta-257724,AD890 - AD1030,Wales,Carmarthenshire,Charcoal (oat),AMS,Excavation of four pits assumed to be crop drying kilns.,,N,,Brynwgan (safle 25.07),Beta-257724,AD890 - AD1030,Cymru,Sir gaerfyrddin,Golosg (ceirchyn),AMS,Cloddiad pedwar pwll y rhagdybir eu bod yn odynnau sychu cnydau.,,N
Brynwgan (site 25.07),Beta-257725,AD890 - AD1030,Wales,Carmarthenshire,Charcoal (grain),AMS,Excavation of four pits assumed to be crop drying kilns.,,N,,Brynwgan (safle 25.07),Beta-257725,AD890 - AD1030,Cymru,Sir gaerfyrddin,Golosg (grawn),AMS,Cloddiad pedwar pwll y rhagdybir eu bod yn odynnau sychu cnydau.,,N
Brynwgan (site 25.08),SUERC-57293,AD420 - AD600,Wales,Carmarthenshire,"Charcoal (wheat, grains x3)",AMS,Possible roundhouse with iron working debris and early medieval pits.,,N,,Brynwgan (safle 25.08),SUERC-57293,AD420 - AD600,Cymru,Sir gaerfyrddin,"Golosg (gwenith, grawn x3)",AMS,Tŷ crwn posibl gyda thameidiau gweithio haearn a phyllau canoloesol cynnar.,,N
Brynwgan (site 25.08),SUERC-57294,AD410 - AD560,Wales,Carmarthenshire,"Charcoal (barley, grains x3)",AMS,Possible roundhouse with iron working debris and early medieval pits.,,N,,Brynwgan (safle 25.08),SUERC-57294,AD410 - AD560,Cymru,Sir gaerfyrddin,"Golosg (haidd, grawn x3)",AMS,Tŷ crwn posibl gyda thameidiau gweithio haearn a phyllau canoloesol cynnar.,,N
Brynwgan (site 25.08),SUERC-57295,AD530 - AD650,Wales,Carmarthenshire,"Charcoal (barley, grains x3)",AMS,Possible roundhouse with iron working debris and early medieval pits.,,N,,Brynwgan (safle 25.08),SUERC-57295,AD530 - AD650,Cymru,Sir gaerfyrddin,"Golosg (haidd, grawn x3)",AMS,Tŷ crwn posibl gyda thameidiau gweithio haearn a phyllau canoloesol cynnar.,,N
Brynwgan (site 25.08),SUERC-57296,AD420 - AD570,Wales,Carmarthenshire,"Charcoal (wheat, grains x3)",AMS,Possible roundhouse with iron working debris and early medieval pits.,,N,,Brynwgan (safle 25.08),SUERC-57296,AD420 - AD570,Cymru,Sir gaerfyrddin,"Golosg (gwenith, grawn x3)",AMS,Tŷ crwn posibl gyda thameidiau gweithio haearn a phyllau canoloesol cynnar.,,N
Carmarthen Eastern Bypass,Beta-107880,AD1020 - AD1280,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N,,Ffordd Osgoi Dwyrain Caerfyrddin,Beta-107880,AD1020 - AD1280,Cymru,Sir gaerfyrddin,[Heb ei gofnodi],[Heb ei gofnodi],[heb ei gofnodi],,N
Carmarthen Eastern Bypass,Beta-107881,AD760 - AD1020,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N,,Ffordd Osgoi Dwyrain Caerfyrddin,Beta-107881,AD760 - AD1020,Cymru,Sir gaerfyrddin,[Heb ei gofnodi],[Heb ei gofnodi],[heb ei gofnodi],,N
Carmarthen Eastern Bypass,Beta-86592,AD900 - AD1160,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N,,Ffordd Osgoi Dwyrain Caerfyrddin,Beta-86592,AD900 - AD1160,Cymru,Sir gaerfyrddin,[Heb ei gofnodi],[Heb ei gofnodi],[heb ei gofnodi],,N
Carmarthen Eastern Bypass,Beta-86593,AD880 - AD1040,Wales,Carmarthenshire,[Not recorded],[Not recorded],[not recorded],,N,,Ffordd Osgoi Dwyrain Caerfyrddin,Beta-86593,AD880 - AD1040,Cymru,Sir gaerfyrddin,[Heb ei gofnodi],[Heb ei gofnodi],[heb ei gofnodi],,N
Carmarthen Greyfriars,Beta-113169,AD990 - AD1220,Wales,Carmarthenshire,Charred seeds and charcoal,Radiometric,Corn drier.,,Y,,Llwydion Caerfyrddin,Beta-113169,AD990 - AD1220,Cymru,Sir gaerfyrddin,Hadau golosgedig a golosg,Radiometrig,Sychydd ŷd.,,Y
Carmarthen Greyfriars,Beta-113170,AD990 - AD1220,Wales,Carmarthenshire,Charred seeds and charcoal,Radiometric,Corn drier.,,Y,,Llwydion Caerfyrddin,Beta-113170,AD990 - AD1220,Cymru,Sir gaerfyrddin,Hadau golosgedig a golosg,Radiometrig,Sychydd ŷd.,,Y
Carreg Pumsaint,SWAN-37,20BC - AD250,Wales,Carmarthenshire,Charcoal,Radiometric,Area of ore processing close to the Dolaucothi mines.,,N,,Carreg Pumsaint,SWAN-37,20BC - AD250,Cymru,Sir gaerfyrddin,Golosg,Radiometrig,Ardal prosesu mwyn yn agos at fwyngloddiau Dolaucothi.,,N
Carreg Pumsaint,SWAN-38,920BC - 560BC,Wales,Carmarthenshire,Charcoal,Radiometric,Area of ore processing close to the Dolaucothi mines.,,N,,Carreg Pumsaint,SWAN-38,920BC - 560BC,Cymru,Sir gaerfyrddin,Golosg,Radiometrig,Ardal prosesu mwyn yn agos at fwyngloddiau Dolaucothi.,,N
Castell Garw,CAR-1494,830BC - 530BC,Wales,Carmarthenshire,"Charcoal (oak, hazel)",Radiometric,Oval bank and ditched enclosure.,,N,,Castell Garw,CAR-1494,830BC - 530BC,Cymru,Sir gaerfyrddin,"Golosg (derw, coll)",Radiometrig,Lloc clawdd a ffos hirgrwn.,,N
"Cefn Gwernffrwd, site A",CAR-19,1960BC - 1620BC,Wales,Carmarthenshire,Peat (fine particulate fraction),Radiometric,"Core taken from close to a stone circle and alignment (Dresser 1985, 355).",,N,,"Cefn Gwernffrwd, safle A",CAR-19,1960BC - 1620BC,Cymru,Sir gaerfyrddin,Mawn (ffracsiwn gronyn main),Radiometrig,"Craidd a gymerwyd o fan wrth ymyl cylch cerrig ac aliniad (Dresser 1985, 355).",,N
